job_id,job_title,company,location,job_description,experience,education,salary,job_type,extracted_skills,skill_count
100168,Backend Software Engineer,Nova Payments Inc,Singapore,"Our company is hiring an experienced Backend Software Engineer to support key initiatives. Responsibilities include: develop and maintain microservices deployed on Kubernetes; write clean, testable code and participate in code reviews using Git; set up CI/CD pipelines to automate testing and deployment. Requirements: understanding of CI/CD pipelines and version control with Git; solid experience with Java and Spring Boot. This role offers competitive benefits and a flexible work culture.",Lead (8-12 years),Master's Degree,"EUR 35,000-55,000",Full-time,"['Java', 'Kubernetes', 'Git', 'CI/CD', 'Spring Boot']",5
100169,UX/UI Designer,Pinecrest Energy,"Vancouver, Canada",Join us as a UX/UI Designer and help drive our team's success. Responsibilities include: create wireframes and interactive prototypes using Figma; collaborate with product and engineering teams on interaction design; ensure designs meet accessibility standards. Requirements: strong portfolio demonstrating wireframing and prototyping skills; experience conducting user research and usability testing. This is a great opportunity to make an impact in a fast-paced environment.,Lead (8-12 years),Diploma or equivalent professional certification,"USD 45,000-75,000",Full-time,['Figma'],1
100170,Supply Chain Coordinator,Bramble Retailers,"Chicago, IL, USA",Our company is hiring an experienced Supply Chain Coordinator to support key initiatives. Responsibilities include: communicate with logistics partners to ensure timely deliveries; coordinate inventory management and shipment tracking across warehouses; identify opportunities for process improvement and cost analysis. Requirements: experience with vendor management and procurement; hands-on knowledge of SAP or similar ERP systems. We offer a collaborative environment and opportunities for professional growth.,Senior (5-8 years),Master's Degree in Business Administration (MBA),"USD 45,000-75,000",Part-time,['SAP'],1
100171,Customer Support Specialist,BluePeak Technologies,"Pune, Maharashtra, India",Join us as a Customer Support Specialist and help drive our team's success. Responsibilities include: troubleshoot product issues and escalate complex cases when needed; handle escalation management for high-priority customer concerns; maintain accurate records in the CRM software. Requirements: experience using CRM software to track customer interactions; familiarity with ticketing systems such as Zendesk. This is a great opportunity to make an impact in a fast-paced environment.,Senior (5-8 years),High School Diploma,"INR 400,000-800,000",Temporary,[],0
100172,Product Manager,Granite Construction Group,"London, United Kingdom",We are seeking a talented Product Manager who is passionate about delivering results. Responsibilities include: own the product roadmap and prioritize features based on user research; work with engineering and design teams in an Agile environment using Jira; run A/B tests to validate product hypotheses. Requirements: excellent stakeholder management and cross-functional leadership abilities; strong data analysis and prioritization skills. This role offers competitive benefits and a flexible work culture.,Executive (12+ years),Bachelor's Degree in Computer Science or related field,"EUR 55,000-90,000",Full-time,"['Jira', 'Agile']",2
100173,UX/UI Designer,Northgate Logistics,"Mumbai, Maharashtra, India",Join us as a UX/UI Designer and help drive our team's success. Responsibilities include: ensure designs meet accessibility standards; collaborate with product and engineering teams on interaction design; conduct user research and usability testing to inform design decisions. Requirements: proficiency in Figma or Adobe XD; understanding of accessibility and visual design principles. We value continuous learning and provide support for career development.,Mid level (3-5 years),Diploma or equivalent professional certification,"EUR 55,000-90,000",Part-time,['Figma'],1
100174,Frontend Developer,Skyline Software Labs,"New York, NY, USA","Join us as a Frontend Developer and help drive our team's success. Responsibilities include: optimize bundle size and performance using Webpack; build responsive, accessible user interfaces using React and TypeScript; write unit tests with Jest to ensure code reliability. Requirements: hands-on experience with React and modern frontend tooling; strong command of JavaScript, HTML, and CSS. We offer a collaborative environment and opportunities for professional growth.",Executive (12+ years),Bachelor's Degree,"USD 45,000-75,000",Internship,"['JavaScript', 'React']",2
100175,Business Analyst,BluePeak Technologies,"Toronto, Canada",We are looking for a motivated Business Analyst to join our growing team. Responsibilities include: build reports and dashboards in Power BI to support decision-making; work closely with Agile teams to translate requirements into user stories; gather and document business requirements from stakeholders. Requirements: strong SQL and Excel skills for data analysis; experience in requirements gathering and process mapping. This role offers competitive benefits and a flexible work culture.,Executive (12+ years),High School Diploma,"USD 160,000-220,000",Full-time,"['SQL', 'Power BI', 'Excel', 'Agile']",4
100176,Customer Support Specialist,Harbor & Co,"San Francisco, CA, USA","We are seeking a talented Customer Support Specialist who is passionate about delivering results. Responsibilities include: troubleshoot product issues and escalate complex cases when needed; maintain accurate records in the CRM software; respond to customer inquiries via email, live chat, and ticketing systems like Zendesk. Requirements: familiarity with ticketing systems such as Zendesk; experience using CRM software to track customer interactions. We value continuous learning and provide support for career development.",Executive (12+ years),"Master's Degree in Data Science, Statistics, or related field","EUR 35,000-55,000",Contract,[],0
100177,Digital Marketing Specialist,BluePeak Technologies,"Amsterdam, Netherlands",Join us as a Digital Marketing Specialist and help drive our team's success. Responsibilities include: run A/B tests to optimize conversion rates on landing pages; create engaging content for email marketing and social media channels; plan and execute SEO strategies to improve organic search rankings. Requirements: strong copywriting skills for content and email marketing; familiarity with marketing automation tools such as HubSpot. This is a great opportunity to make an impact in a fast-paced environment.,Executive (12+ years),Bachelor's Degree in Computer Science or related field,"EUR 55,000-90,000",Internship,[],0
100178,Customer Support Specialist,Prism Media Group,"Manchester, United Kingdom",Join us as a Customer Support Specialist and help drive our team's success. Responsibilities include: troubleshoot product issues and escalate complex cases when needed; handle escalation management for high-priority customer concerns; build strong product knowledge to resolve issues efficiently. Requirements: familiarity with ticketing systems such as Zendesk; experience using CRM software to track customer interactions. We offer a collaborative environment and opportunities for professional growth.,Mid level (3-5 years),PhD or equivalent research experience,"USD 110,000-160,000",Full-time,[],0
100179,Customer Support Specialist,Lumen Insurance,"Manchester, United Kingdom",We are seeking a talented Customer Support Specialist who is passionate about delivering results. Responsibilities include: troubleshoot product issues and escalate complex cases when needed; maintain accurate records in the CRM software; build strong product knowledge to resolve issues efficiently. Requirements: prior experience in customer service or technical support; familiarity with ticketing systems such as Zendesk. We value continuous learning and provide support for career development.,Junior (1-3 years),PhD or equivalent research experience,"USD 160,000-220,000",Full-time,[],0
100180,Backend Software Engineer,Zenith Marketing House,"New York, NY, USA",Our company is hiring an experienced Backend Software Engineer to support key initiatives. Responsibilities include: optimize PostgreSQL queries for performance at scale; develop and maintain microservices deployed on Kubernetes; set up CI/CD pipelines to automate testing and deployment. Requirements: practical knowledge of Docker and Kubernetes for containerized deployments; understanding of CI/CD pipelines and version control with Git. We value continuous learning and provide support for career development.,Senior (5-8 years),High School Diploma,"USD 75,000-110,000",Full-time,"['SQL', 'Kubernetes', 'Docker', 'Git', 'CI/CD']",5
100181,Data Scientist,Vertex Financial Services,"New York, NY, USA","Our company is hiring an experienced Data Scientist to support key initiatives. Responsibilities include: collaborate with engineering teams to productionize models using TensorFlow or PyTorch; analyze large datasets using Python and SQL to extract actionable insights; design and evaluate A/B tests to measure product impact. Requirements: familiarity with deep learning frameworks such as TensorFlow or PyTorch; hands-on experience with pandas, scikit-learn, and statistical modeling techniques. This is a great opportunity to make an impact in a fast-paced environment.",Entry level (0-1 years),Diploma or equivalent professional certification,"USD 160,000-220,000",Internship,"['Python', 'SQL', 'TensorFlow', 'PyTorch', 'Pandas', 'Scikit-learn', 'Deep Learning']",7
100182,Product Manager,Zenith Marketing House,"Sydney, Australia",Join us as a Product Manager and help drive our team's success. Responsibilities include: analyze product data to inform strategic decisions; own the product roadmap and prioritize features based on user research; run A/B tests to validate product hypotheses. Requirements: excellent stakeholder management and cross-functional leadership abilities; familiarity with Agile methodologies and tools like Jira. This role offers competitive benefits and a flexible work culture.,Mid level (3-5 years),"Master's Degree in Data Science, Statistics, or related field","GBP 45,000-75,000",Full-time,"['Jira', 'Agile']",2
100183,Human Resources Business Partner,Prism Media Group,"Manchester, United Kingdom",We are seeking a talented Human Resources Business Partner who is passionate about delivering results. Responsibilities include: ensure labor law compliance across all HR processes; support performance management cycles and compensation planning; manage the employee onboarding process end to end. Requirements: working knowledge of HRIS systems and performance management processes; experience in talent acquisition and employee relations. We value continuous learning and provide support for career development.,Junior (1-3 years),Bachelor's Degree in Computer Science or related field,"USD 45,000-75,000",Full-time,[],0
100184,DevOps Engineer,Cascade Cloud Inc,Singapore,Join us as a DevOps Engineer and help drive our team's success. Responsibilities include: automate configuration management with Ansible; set up monitoring and alerting to ensure system reliability; manage cloud infrastructure on AWS using Terraform. Requirements: experience building CI/CD pipelines and automation scripts in Python; strong experience with AWS and infrastructure-as-code tools like Terraform. This role offers competitive benefits and a flexible work culture.,Senior (5-8 years),"Master's Degree in Data Science, Statistics, or related field","INR 400,000-800,000",Contract,"['Python', 'AWS', 'CI/CD']",3
100185,UX/UI Designer,Zenith Marketing House,"Vancouver, Canada",We are looking for a motivated UX/UI Designer to join our growing team. Responsibilities include: conduct user research and usability testing to inform design decisions; ensure designs meet accessibility standards; collaborate with product and engineering teams on interaction design. Requirements: understanding of accessibility and visual design principles; strong portfolio demonstrating wireframing and prototyping skills. This role offers competitive benefits and a flexible work culture.,Lead (8-12 years),High School Diploma,"GBP 45,000-75,000",Full-time,[],0
100186,Backend Software Engineer,Quartz Data Systems,"Chennai, Tamil Nadu, India","We are looking for a motivated Backend Software Engineer to join our growing team. Responsibilities include: optimize PostgreSQL queries for performance at scale; set up CI/CD pipelines to automate testing and deployment; write clean, testable code and participate in code reviews using Git. Requirements: understanding of CI/CD pipelines and version control with Git; solid experience with Java and Spring Boot. We offer a collaborative environment and opportunities for professional growth.",Lead (8-12 years),Diploma or equivalent professional certification,"INR 800,000-1,600,000",Full-time,"['SQL', 'Java', 'Git', 'CI/CD', 'Spring Boot']",5
100187,Customer Support Specialist,Zenith Marketing House,"Manchester, United Kingdom","We are seeking a talented Customer Support Specialist who is passionate about delivering results. Responsibilities include: respond to customer inquiries via email, live chat, and ticketing systems like Zendesk; build strong product knowledge to resolve issues efficiently; handle escalation management for high-priority customer concerns. Requirements: prior experience in customer service or technical support; experience using CRM software to track customer interactions. This role offers competitive benefits and a flexible work culture.",Lead (8-12 years),Master's Degree in Business Administration (MBA),"GBP 45,000-75,000",Full-time,[],0
100188,DevOps Engineer,Vertex Financial Services,"Dubai, UAE","We are looking for a motivated DevOps Engineer to join our growing team. Responsibilities include: containerize applications using Docker and orchestrate them with Kubernetes; automate configuration management with Ansible; build and maintain CI/CD pipelines with Jenkins. Requirements: hands-on knowledge of Docker, Kubernetes, and Linux administration; experience building CI/CD pipelines and automation scripts in Python. This role offers competitive benefits and a flexible work culture.",Mid level (3-5 years),Master's Degree in Business Administration (MBA),"INR 1,600,000-2,800,000",Full-time,"['Python', 'Kubernetes', 'Docker', 'CI/CD']",4
100189,Digital Marketing Specialist,Amber Foods Co,"Pune, Maharashtra, India",Join us as a Digital Marketing Specialist and help drive our team's success. Responsibilities include: create engaging content for email marketing and social media channels; run A/B tests to optimize conversion rates on landing pages; analyze campaign performance using Google Analytics. Requirements: familiarity with marketing automation tools such as HubSpot; proven experience with SEO and Google Analytics. We offer a collaborative environment and opportunities for professional growth.,Executive (12+ years),High School Diploma,"USD 75,000-110,000",Full-time,[],0
100190,UX/UI Designer,Meridian Health Solutions,"Pune, Maharashtra, India",We are looking for a motivated UX/UI Designer to join our growing team. Responsibilities include: ensure designs meet accessibility standards; conduct user research and usability testing to inform design decisions; collaborate with product and engineering teams on interaction design. Requirements: proficiency in Figma or Adobe XD; experience conducting user research and usability testing. This is a great opportunity to make an impact in a fast-paced environment.,Senior (5-8 years),"Master's Degree in Data Science, Statistics, or related field","EUR 35,000-55,000",Full-time,['Figma'],1
100191,Digital Marketing Specialist,BluePeak Technologies,"Pune, Maharashtra, India",We are seeking a talented Digital Marketing Specialist who is passionate about delivering results. Responsibilities include: plan and execute SEO strategies to improve organic search rankings; manage paid advertising campaigns across Google Ads and social media; analyze campaign performance using Google Analytics. Requirements: hands-on experience running PPC advertising campaigns; strong copywriting skills for content and email marketing. This is a great opportunity to make an impact in a fast-paced environment.,Mid level (3-5 years),High School Diploma,"USD 110,000-160,000",Full-time,[],0
100192,Backend Software Engineer,Harbor & Co,"Delhi, India","We are seeking a talented Backend Software Engineer who is passionate about delivering results. Responsibilities include: set up CI/CD pipelines to automate testing and deployment; develop and maintain microservices deployed on Kubernetes; write clean, testable code and participate in code reviews using Git. Requirements: solid experience with Java and Spring Boot; experience working with AWS cloud services. We value continuous learning and provide support for career development.",Lead (8-12 years),PhD or equivalent research experience,"EUR 55,000-90,000",Full-time,"['Java', 'AWS', 'Kubernetes', 'Git', 'CI/CD', 'Spring Boot']",6
100193,Data Scientist,Orbital Systems,"Manchester, United Kingdom","Join us as a Data Scientist and help drive our team's success. Responsibilities include: design and evaluate A/B tests to measure product impact; build and deploy machine learning models to solve business problems; create dashboards and visualizations to communicate findings to stakeholders. Requirements: familiarity with deep learning frameworks such as TensorFlow or PyTorch; hands-on experience with pandas, scikit-learn, and statistical modeling techniques. This is a great opportunity to make an impact in a fast-paced environment.",Entry level (0-1 years),"Master's Degree in Data Science, Statistics, or related field","EUR 35,000-55,000",Full-time,"['TensorFlow', 'PyTorch', 'Pandas', 'Scikit-learn', 'Machine Learning', 'Deep Learning']",6
100194,DevOps Engineer,Ironwood Manufacturing,"Amsterdam, Netherlands",Join us as a DevOps Engineer and help drive our team's success. Responsibilities include: manage cloud infrastructure on AWS using Terraform; containerize applications using Docker and orchestrate them with Kubernetes; set up monitoring and alerting to ensure system reliability. Requirements: strong experience with AWS and infrastructure-as-code tools like Terraform; familiarity with monitoring and logging tools. We value continuous learning and provide support for career development.,Senior (5-8 years),Bachelor's Degree in Computer Science or related field,"EUR 55,000-90,000",Internship,"['AWS', 'Kubernetes', 'Docker']",3
100195,Frontend Developer,Cascade Cloud Inc,"Sydney, Australia","We are looking for a motivated Frontend Developer to join our growing team. Responsibilities include: build responsive, accessible user interfaces using React and TypeScript; optimize bundle size and performance using Webpack; translate Figma designs into pixel-perfect HTML and CSS. Requirements: experience collaborating with designers using tools like Figma; hands-on experience with React and modern frontend tooling. We value continuous learning and provide support for career development.",Senior (5-8 years),"Master's Degree in Data Science, Statistics, or related field","INR 800,000-1,600,000",Full-time,"['React', 'Figma']",2
100196,Backend Software Engineer,Cobalt Retail Group,"Pune, Maharashtra, India","We are looking for a motivated Backend Software Engineer to join our growing team. Responsibilities include: design and build scalable REST APIs using Java and Spring Boot; write clean, testable code and participate in code reviews using Git; set up CI/CD pipelines to automate testing and deployment. Requirements: solid experience with Java and Spring Boot; experience working with AWS cloud services. We value continuous learning and provide support for career development.",Senior (5-8 years),PhD or equivalent research experience,"USD 75,000-110,000",Full-time,"['Java', 'AWS', 'Git', 'CI/CD', 'Spring Boot']",5
100197,Financial Analyst,Nimbus Analytics,"Chicago, IL, USA","Our company is hiring an experienced Financial Analyst to support key initiatives. Responsibilities include: create dashboards in Power BI to track key financial metrics; prepare monthly financial reporting and variance analysis; build financial models to support budgeting and forecasting. Requirements: familiarity with SQL and Power BI for financial reporting; experience with forecasting, budgeting, and variance analysis. We value continuous learning and provide support for career development.",Entry level (0-1 years),Master's Degree,"EUR 35,000-55,000",Full-time,"['SQL', 'Power BI']",2
100198,Product Manager,Cobalt Retail Group,"Pune, Maharashtra, India",Join us as a Product Manager and help drive our team's success. Responsibilities include: own the product roadmap and prioritize features based on user research; run A/B tests to validate product hypotheses; work with engineering and design teams in an Agile environment using Jira. Requirements: familiarity with Agile methodologies and tools like Jira; strong data analysis and prioritization skills. This is a great opportunity to make an impact in a fast-paced environment.,Mid level (3-5 years),PhD or equivalent research experience,"INR 400,000-800,000",Full-time,"['Jira', 'Agile']",2
100199,Business Analyst,Delta Freight Solutions,"New York, NY, USA",Join us as a Business Analyst and help drive our team's success. Responsibilities include: create process maps to visualize current and future state workflows; build reports and dashboards in Power BI to support decision-making; analyze data using SQL and Excel to identify process improvements. Requirements: excellent stakeholder management and problem-solving skills; strong SQL and Excel skills for data analysis. This is a great opportunity to make an impact in a fast-paced environment.,Junior (1-3 years),Master's Degree in Business Administration (MBA),"USD 45,000-75,000",Full-time,"['SQL', 'Power BI', 'Excel']",3
100200,Supply Chain Coordinator,Delta Freight Solutions,"Chennai, Tamil Nadu, India",We are seeking a talented Supply Chain Coordinator who is passionate about delivering results. Responsibilities include: work with SAP to manage procurement and vendor management processes; identify opportunities for process improvement and cost analysis; communicate with logistics partners to ensure timely deliveries. Requirements: strong Excel skills for demand planning and cost analysis; experience with vendor management and procurement. This is a great opportunity to make an impact in a fast-paced environment.,Lead (8-12 years),Master's Degree,"GBP 28,000-45,000",Full-time,"['Excel', 'SAP']",2
100201,Business Analyst,Bramble Retailers,"San Francisco, CA, USA",We are looking for a motivated Business Analyst to join our growing team. Responsibilities include: work closely with Agile teams to translate requirements into user stories; analyze data using SQL and Excel to identify process improvements; create process maps to visualize current and future state workflows. Requirements: strong SQL and Excel skills for data analysis; familiarity with Agile delivery and documentation practices. We offer a collaborative environment and opportunities for professional growth.,Mid level (3-5 years),PhD or equivalent research experience,"INR 800,000-1,600,000",Full-time,"['SQL', 'Excel', 'Agile']",3
100202,UX/UI Designer,Silverline Consulting,"New York, NY, USA",Join us as a UX/UI Designer and help drive our team's success. Responsibilities include: create wireframes and interactive prototypes using Figma; build and maintain a consistent design system across products; conduct user research and usability testing to inform design decisions. Requirements: experience conducting user research and usability testing; understanding of accessibility and visual design principles. This role offers competitive benefits and a flexible work culture.,Mid level (3-5 years),Bachelor's Degree,"INR 1,600,000-2,800,000",Full-time,['Figma'],1
100203,UX/UI Designer,Lumen Insurance,"London, United Kingdom",Join us as a UX/UI Designer and help drive our team's success. Responsibilities include: ensure designs meet accessibility standards; collaborate with product and engineering teams on interaction design; build and maintain a consistent design system across products. Requirements: strong portfolio demonstrating wireframing and prototyping skills; proficiency in Figma or Adobe XD. We offer a collaborative environment and opportunities for professional growth.,Lead (8-12 years),Diploma or equivalent professional certification,"EUR 35,000-55,000",Full-time,['Figma'],1
100204,Backend Software Engineer,Riverside EdTech,"San Francisco, CA, USA",We are looking for a motivated Backend Software Engineer to join our growing team. Responsibilities include: optimize PostgreSQL queries for performance at scale; set up CI/CD pipelines to automate testing and deployment; develop and maintain microservices deployed on Kubernetes. Requirements: understanding of CI/CD pipelines and version control with Git; solid experience with Java and Spring Boot. We offer a collaborative environment and opportunities for professional growth.,Mid level (3-5 years),Bachelor's Degree in Computer Science or related field,"EUR 55,000-90,000",Full-time,"['SQL', 'Java', 'Kubernetes', 'Git', 'CI/CD', 'Spring Boot']",6
100205,Backend Software Engineer,Skyline Software Labs,"San Francisco, CA, USA","We are seeking a talented Backend Software Engineer who is passionate about delivering results. Responsibilities include: set up CI/CD pipelines to automate testing and deployment; optimize PostgreSQL queries for performance at scale; write clean, testable code and participate in code reviews using Git. Requirements: practical knowledge of Docker and Kubernetes for containerized deployments; understanding of CI/CD pipelines and version control with Git. We offer a collaborative environment and opportunities for professional growth.",Lead (8-12 years),Master's Degree,"GBP 28,000-45,000",Full-time,"['SQL', 'Kubernetes', 'Docker', 'Git', 'CI/CD']",5
100206,Product Manager,Orbital Systems,"Chicago, IL, USA",We are seeking a talented Product Manager who is passionate about delivering results. Responsibilities include: run A/B tests to validate product hypotheses; communicate product strategy to stakeholders across the organization; work with engineering and design teams in an Agile environment using Jira. Requirements: familiarity with Agile methodologies and tools like Jira; strong data analysis and prioritization skills. This is a great opportunity to make an impact in a fast-paced environment.,Entry level (0-1 years),Bachelor's Degree,"USD 110,000-160,000",Full-time,"['Jira', 'Agile']",2
100207,Human Resources Business Partner,Redwood Robotics,"Hyderabad, Telangana, India",We are looking for a motivated Human Resources Business Partner to join our growing team. Responsibilities include: handle employee relations issues and conflict resolution; partner with department leaders on talent acquisition and workforce planning; ensure labor law compliance across all HR processes. Requirements: experience in talent acquisition and employee relations; understanding of labor law compliance requirements. We value continuous learning and provide support for career development.,Executive (12+ years),Diploma or equivalent professional certification,"INR 800,000-1,600,000",Full-time,[],0
100208,Supply Chain Coordinator,Orbital Systems,Remote,Our company is hiring an experienced Supply Chain Coordinator to support key initiatives. Responsibilities include: communicate with logistics partners to ensure timely deliveries; work with SAP to manage procurement and vendor management processes; identify opportunities for process improvement and cost analysis. Requirements: experience with vendor management and procurement; hands-on knowledge of SAP or similar ERP systems. This role offers competitive benefits and a flexible work culture.,Executive (12+ years),Master's Degree,"GBP 45,000-75,000",Contract,['SAP'],1
100209,Financial Analyst,Crestview Realty,"Delhi, India","We are looking for a motivated Financial Analyst to join our growing team. Responsibilities include: ensure reporting complies with GAAP standards; prepare monthly financial reporting and variance analysis; create dashboards in Power BI to track key financial metrics. Requirements: understanding of GAAP and risk analysis principles; experience with forecasting, budgeting, and variance analysis. We offer a collaborative environment and opportunities for professional growth.",Executive (12+ years),PhD or equivalent research experience,"INR 1,600,000-2,800,000",Full-time,['Power BI'],1
100210,UX/UI Designer,Vertex Financial Services,"New York, NY, USA",We are looking for a motivated UX/UI Designer to join our growing team. Responsibilities include: ensure designs meet accessibility standards; create wireframes and interactive prototypes using Figma; collaborate with product and engineering teams on interaction design. Requirements: experience conducting user research and usability testing; strong portfolio demonstrating wireframing and prototyping skills. This is a great opportunity to make an impact in a fast-paced environment.,Executive (12+ years),Bachelor's Degree,"EUR 35,000-55,000",Full-time,['Figma'],1
100211,Backend Software Engineer,Skyline Software Labs,Remote,"Join us as a Backend Software Engineer and help drive our team's success. Responsibilities include: optimize PostgreSQL queries for performance at scale; set up CI/CD pipelines to automate testing and deployment; write clean, testable code and participate in code reviews using Git. Requirements: solid experience with Java and Spring Boot; practical knowledge of Docker and Kubernetes for containerized deployments. We value continuous learning and provide support for career development.",Lead (8-12 years),"Master's Degree in Data Science, Statistics, or related field","EUR 35,000-55,000",Contract,"['SQL', 'Java', 'Kubernetes', 'Docker', 'Git', 'CI/CD', 'Spring Boot']",7
100212,Product Manager,Delta Freight Solutions,"Delhi, India",We are looking for a motivated Product Manager to join our growing team. Responsibilities include: work with engineering and design teams in an Agile environment using Jira; run A/B tests to validate product hypotheses; own the product roadmap and prioritize features based on user research. Requirements: familiarity with Agile methodologies and tools like Jira; excellent stakeholder management and cross-functional leadership abilities. We offer a collaborative environment and opportunities for professional growth.,Executive (12+ years),Master's Degree in Business Administration (MBA),"EUR 35,000-55,000",Contract,"['Jira', 'Agile']",2
100213,Frontend Developer,Ironwood Manufacturing,"Chennai, Tamil Nadu, India",Join us as a Frontend Developer and help drive our team's success. Responsibilities include: write unit tests with Jest to ensure code reliability; translate Figma designs into pixel-perfect HTML and CSS; optimize bundle size and performance using Webpack. Requirements: hands-on experience with React and modern frontend tooling; familiarity with responsive design principles across devices. This role offers competitive benefits and a flexible work culture.,Senior (5-8 years),Bachelor's Degree in Computer Science or related field,"EUR 35,000-55,000",Full-time,"['React', 'Figma']",2
100214,Product Manager,Harbor & Co,"Chennai, Tamil Nadu, India",We are looking for a motivated Product Manager to join our growing team. Responsibilities include: analyze product data to inform strategic decisions; work with engineering and design teams in an Agile environment using Jira; own the product roadmap and prioritize features based on user research. Requirements: excellent stakeholder management and cross-functional leadership abilities; strong data analysis and prioritization skills. This is a great opportunity to make an impact in a fast-paced environment.,Senior (5-8 years),High School Diploma,"INR 800,000-1,600,000",Full-time,"['Jira', 'Agile']",2
100215,Financial Analyst,Amber Foods Co,"Vancouver, Canada",We are looking for a motivated Financial Analyst to join our growing team. Responsibilities include: ensure reporting complies with GAAP standards; build financial models to support budgeting and forecasting; create dashboards in Power BI to track key financial metrics. Requirements: familiarity with SQL and Power BI for financial reporting; advanced Excel skills including financial modeling. We value continuous learning and provide support for career development.,Senior (5-8 years),Diploma or equivalent professional certification,"USD 110,000-160,000",Full-time,"['SQL', 'Power BI', 'Excel']",3
100216,DevOps Engineer,Zenith Marketing House,"Chicago, IL, USA",We are looking for a motivated DevOps Engineer to join our growing team. Responsibilities include: set up monitoring and alerting to ensure system reliability; manage cloud infrastructure on AWS using Terraform; build and maintain CI/CD pipelines with Jenkins. Requirements: experience building CI/CD pipelines and automation scripts in Python; familiarity with monitoring and logging tools. We offer a collaborative environment and opportunities for professional growth.,Senior (5-8 years),Diploma or equivalent professional certification,"GBP 45,000-75,000",Full-time,"['Python', 'AWS', 'CI/CD']",3
100217,UX/UI Designer,Silverline Consulting,"Amsterdam, Netherlands",Our company is hiring an experienced UX/UI Designer to support key initiatives. Responsibilities include: build and maintain a consistent design system across products; conduct user research and usability testing to inform design decisions; create wireframes and interactive prototypes using Figma. Requirements: experience conducting user research and usability testing; proficiency in Figma or Adobe XD. We offer a collaborative environment and opportunities for professional growth.,Senior (5-8 years),Bachelor's Degree,"EUR 55,000-90,000",Full-time,['Figma'],1
100218,Product Manager,Granite Construction Group,"Hyderabad, Telangana, India",We are seeking a talented Product Manager who is passionate about delivering results. Responsibilities include: communicate product strategy to stakeholders across the organization; analyze product data to inform strategic decisions; own the product roadmap and prioritize features based on user research. Requirements: familiarity with Agile methodologies and tools like Jira; experience owning product strategy and roadmap planning. This role offers competitive benefits and a flexible work culture.,Junior (1-3 years),Master's Degree,"EUR 35,000-55,000",Part-time,"['Jira', 'Agile']",2
100219,Data Scientist,Pinecrest Energy,"Boston, MA, USA",We are seeking a talented Data Scientist who is passionate about delivering results. Responsibilities include: design and evaluate A/B tests to measure product impact; create dashboards and visualizations to communicate findings to stakeholders; collaborate with engineering teams to productionize models using TensorFlow or PyTorch. Requirements: strong proficiency in Python and SQL; experience with data visualization tools like Tableau or Power BI. This is a great opportunity to make an impact in a fast-paced environment.,Lead (8-12 years),Bachelor's Degree in Computer Science or related field,"INR 800,000-1,600,000",Full-time,"['Python', 'SQL', 'Power BI', 'Tableau', 'TensorFlow', 'PyTorch']",6
100220,Data Scientist,Skyline Software Labs,"Sydney, Australia","We are seeking a talented Data Scientist who is passionate about delivering results. Responsibilities include: analyze large datasets using Python and SQL to extract actionable insights; collaborate with engineering teams to productionize models using TensorFlow or PyTorch; create dashboards and visualizations to communicate findings to stakeholders. Requirements: hands-on experience with pandas, scikit-learn, and statistical modeling techniques; familiarity with deep learning frameworks such as TensorFlow or PyTorch. We value continuous learning and provide support for career development.",Junior (1-3 years),Master's Degree,"USD 110,000-160,000",Full-time,"['Python', 'SQL', 'TensorFlow', 'PyTorch', 'Pandas', 'Scikit-learn', 'Deep Learning']",7
100221,Supply Chain Coordinator,Lumen Insurance,"London, United Kingdom",We are seeking a talented Supply Chain Coordinator who is passionate about delivering results. Responsibilities include: support demand planning to optimize stock levels; identify opportunities for process improvement and cost analysis; work with SAP to manage procurement and vendor management processes. Requirements: strong Excel skills for demand planning and cost analysis; experience with vendor management and procurement. We offer a collaborative environment and opportunities for professional growth.,Executive (12+ years),Bachelor's Degree,"INR 1,600,000-2,800,000",Full-time,"['Excel', 'SAP']",2
100222,UX/UI Designer,Fernwood Digital,"Toronto, Canada",Join us as a UX/UI Designer and help drive our team's success. Responsibilities include: create wireframes and interactive prototypes using Figma; collaborate with product and engineering teams on interaction design; conduct user research and usability testing to inform design decisions. Requirements: understanding of accessibility and visual design principles; proficiency in Figma or Adobe XD. We value continuous learning and provide support for career development.,Executive (12+ years),"Master's Degree in Data Science, Statistics, or related field","USD 75,000-110,000",Full-time,['Figma'],1
100223,Digital Marketing Specialist,Prism Media Group,"Amsterdam, Netherlands",We are looking for a motivated Digital Marketing Specialist to join our growing team. Responsibilities include: plan and execute SEO strategies to improve organic search rankings; run A/B tests to optimize conversion rates on landing pages; analyze campaign performance using Google Analytics. Requirements: familiarity with marketing automation tools such as HubSpot; proven experience with SEO and Google Analytics. We offer a collaborative environment and opportunities for professional growth.,Lead (8-12 years),Diploma or equivalent professional certification,"INR 800,000-1,600,000",Full-time,[],0
100224,Frontend Developer,Silverline Consulting,"Toronto, Canada","We are seeking a talented Frontend Developer who is passionate about delivering results. Responsibilities include: translate Figma designs into pixel-perfect HTML and CSS; manage application state using Redux; build responsive, accessible user interfaces using React and TypeScript. Requirements: familiarity with responsive design principles across devices; hands-on experience with React and modern frontend tooling. We offer a collaborative environment and opportunities for professional growth.",Senior (5-8 years),Master's Degree,"USD 110,000-160,000",Full-time,"['React', 'Figma']",2
